"","PlayerName","PlayerTrueName","League","TeamName3","Season","Comment","StartDate","EndDate","Source","Season.Type"
"262","Snow","Snow, Eric","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"263","Marshall","Marshall, Donyell","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"263","D. Marshall","Marshall, Donyell","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"264","D. Jones","Jones, Damon","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"264","Jones","Jones, Damon","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"265","Pavlovic","Pavlovic, Sasha","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"269","Jackson","Jackson, Luke","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"270","R. Hamilton","Hamilton, Richard","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"270","Hamilton","Hamilton, Richard","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"271","Billups","Billups, Chauncey","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"272","Prince","Prince, Tayshaun","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"273","B. Wallace","Wallace, Ben","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"273","Wallace","Wallace, Ben","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"274","R. Wallace","Wallace, Rasheed","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"274","Wallace","Wallace, Rasheed","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"275","McDyess","McDyess, Antonio","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"276","Evans","Evans, Maurice","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"276","M. Evans","Evans, Maurice","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"277","Arroyo","Arroyo, Carlos","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"278","Milicic","Milicic, Darko","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"279","Delfino","Delfino, Carlos","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"280","Maxiell","Maxiell, Jason","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"295","Dixon","Dixon, Juan","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"298","Carter","Carter, Anthony","NBA","DEN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"302","Ming","Ming, Yao","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"302","Yao","Ming, Yao","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"304","Howard","Howard, Juwan","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"304","J. Howard","Howard, Juwan","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"305","McGrady","McGrady, Tracy","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"308","Alston","Alston, Rafer","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"309","Wesley","Wesley, David","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"312","Mutombo","Mutombo, Dikembe","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"313","Arenas","Arenas, Gilbert","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"314","Rose","Rose, Jalen","NBA","PHX","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"316","Jamison","Jamison, Antawn","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"317","J. Graham","Graham, Joey","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"317","Graham","Graham, Joey","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"319","Bosh","Bosh, Chris","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"321","A. Daniels","Daniels, Antonio","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"321","Daniels","Daniels, Antonio","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"322","Haywood","Haywood, Brendan","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"323","Thomas","Thomas, Etan","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"323","D. Thomas","Thomas, Etan","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"323","E. Thomas","Thomas, Etan","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"324","C. Butler","Butler, Caron","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"324","J. Butler","Butler, Caron","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"324","Butler","Butler, Caron","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"325","Araujo","Araujo, Rafael","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"326","Peterson","Peterson, Morris","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"328","Hayes","Hayes, Jarvis","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"328","J. Hayes","Hayes, Jarvis","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"329","Ruffin","Ruffin, Michael","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"330","Bonner","Bonner, Matt","NBA","SAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"331","Calderon","Calderon, Jose","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"344","Udrih","Udrih, Beno","NBA","SAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"349","Dupree","Dupree, Ronald","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"355","Blake","Blake, Steve","NBA","DEN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"366","Bogans","Bogans, Keith","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"372","Head","Head, Luther","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"373","Booth","Booth, Calvin","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"391","D. Taylor","Taylor, Donell","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"391","Taylor","Taylor, Donell","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"392","Pollard","Pollard, Scot","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"397","Sampson","Sampson, Jamal","NBA","DEN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"399","P. Burke","Burke, Pat","NBA","PHX","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"399","Burke","Burke, Pat","NBA","PHX","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"401","Posey","Posey, James","NBA","MIA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"402","B. Robinson","Robinson, Bernard","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"405","D. Davis","Davis, Dale","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"405","Davis","Davis, Dale","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"405","E. Davis","Davis, Dale","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"410","Marks","Marks, Sean","NBA","PHX","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"411","Moore","Moore, Mikki","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"413","Blatche","Blatche, Andray","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"416","Snyder","Snyder, Kirk","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"417","Ellis","Ellis, Monta","NBA","GSW","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"419","Dooling","Dooling, Keyon","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"423","J. Butler","Butler, Jackie","NBA","SAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"423","Butler","Butler, Jackie","NBA","SAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"424","Sow","Sow, Pape","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"426","Miles","Miles, C.J.","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"430","Powell","Powell, Josh","NBA","GSW","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"436","D. Martin","Martin, Darrick","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"436","Martin","Martin, Darrick","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"439","Mbenga","Mbenga, DJ","NBA","DAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"444","Wright","Wright, Antoine","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"444","A. Wright","Wright, Antoine","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"450","Khryapa","Khryapa, Viktor","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"453","Diogu","Diogu, Ike","NBA","GSW","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"459","Walton","Walton, Luke","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"460","Doleac","Doleac, Michael","NBA","MIA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"467","Griffin","Griffin, Adrian","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"467","A. Griffin","Griffin, Adrian","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"470","Diener","Diener, Travis","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"486","Hill","Hill, Grant","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"486","G. Hill","Hill, Grant","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"488","Banks","Banks, Marcus","NBA","PHX","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"489","Newble","Newble, Ira","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"492","Stackhouse","Stackhouse, Jerry","NBA","DAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"498","Lucas","Lucas, John","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"500","Andriuskevicius","Andriuskevicius, Martynas","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"505","Varejao","Varejao, Anderson","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"508","Hayes","Hayes, Chuck","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"508","C. Hayes","Hayes, Chuck","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"510","Johnson","Johnson, Amir","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"510","A. Johnson","Johnson, Amir","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"515","Hunter","Hunter, Lindsey","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"515","L. Hunter","Hunter, Lindsey","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"516","Turiaf","Turiaf, Ronny","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"517","Dw. Jones","Jones, Dwayne","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"518","Boozer","Boozer, Carlos","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"525","Barrett","Barrett, Andre","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"537","Stoudemire","Stoudemire, Amare","NBA","PHX","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"558","Sefolosha","Sefolosha, Thabo","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"559","T. Thomas","Thomas, Tyrus","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"559","Thomas","Thomas, Tyrus","NBA","CHI","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"560","S. Brown","Brown, Shannon","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"560","Brown","Brown, Shannon","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"561","Gibson","Gibson, Daniel","NBA","CLE","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"562","Ager","Ager, Maurice","NBA","DAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"563","Barea","Barea, Jose","NBA","DAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"564","Mensah-Bonsu","Mensah-Bonsu, Pops","NBA","DAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"565","Diawara","Diawara, Yakhouba","NBA","DEN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"566","Blalock","Blalock, Will","NBA","DET","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"567","O'Bryant","O'Bryant, Patrick","NBA","GSW","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"569","Novak","Novak, Steve","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"570","Spanoulis","Spanoulis, Vassilis","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"571","Sura","Sura, Bob","NBA","HOU","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"575","Farmar","Farmar, Jordan","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"576","Williams","Williams, Shammond","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"576","S. Williams","Williams, Shammond","NBA","LAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"581","Quinn","Quinn, Chris","NBA","MIA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"590","Adams","Adams, Hassan","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"590","H. Adams","Adams, Hassan","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"591","Ilic","Ilic, Mile","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"592","M. Williams","Williams, Marcus","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"592","Williams","Williams, Marcus","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"593","Boone","Boone, Josh","NBA","NJN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"599","Redick","Redick, J.J.","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"600","Augustine","Augustine, James","NBA","ORL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"612","Bargnani","Bargnani, Andrea","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"614","Parker","Parker, Anthony","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"614","A. Parker","Parker, Anthony","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"616","Slokar","Slokar, Uros","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"617","Brewer","Brewer, Ronnie","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"619","Brown","Brown, Dee","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"619","D. Brown","Brown, Dee","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"620","Chase","Chase, Brian","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"621","Powell","Powell Jr, Roger","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"622","Mason","Mason, Roger","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"622","R. Mason","Mason, Roger","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"629","Millsap","Millsap, Paul","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"636","Garbajosa","Garbajosa, Jorge","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"636","Garbarjosa","Garbajosa, Jorge","NBA","TOR","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"640","Kleiza","Kleiza, Linas","NBA","DEN","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"643","Azubuike","Azubuike, Kelenna","NBA","GSW","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"653","Amundson","Amundson, Louis","NBA","UTA","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"654","White","White, James","NBA","SAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"656","Hall","Hall, Mike","NBA","WAS","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
"658","Willis","Willis, Kevin","NBA","DAL","2007 playoffs","SeasonStart","2007-04-20","2007-07-01","Basketball Value","Playoffs"
