"","player","season","salary","inflation_adjusted_salary","games","war"
"425","Charles Johnson",2003,7,8.883,108,0.8
"426","Charles Johnson",2004,9,11.123,109,1.3
"427","Chase Utley",2003,0.3,0.381,43,0.3
"428","Chase Utley",2005,0.345,0.412,147,7.2
"429","Chase Utley",2006,0.5,0.579,160,7.3
"430","Chase Utley",2007,4.786,5.388,132,7.8
"431","Chase Utley",2008,7.786,8.442,159,9
"432","Chase Utley",2009,11.286,12.28,156,8.2
"433","Chase Utley",2010,15.286,16.363,115,5.8
"434","Chase Utley",2011,15.286,15.862,103,3.7
"435","Chase Utley",2012,15,15.252,83,3
"436","Chris Carpenter",1997,0.15,0.218,14,-0.1
"437","Chris Carpenter",1998,0.19,0.272,33,1.9
"438","Chris Carpenter",1999,0.483,0.677,24,2.2
"439","Chris Carpenter",2000,0.733,0.994,34,-0.2
"440","Chris Carpenter",2001,2.583,3.406,34,3.2
"441","Chris Carpenter",2002,3.45,4.478,13,0.5
"442","Chris Carpenter",2004,0.3,0.371,28,3.3
"443","Chris Carpenter",2005,2,2.391,33,5.8
"444","Chris Carpenter",2006,5,5.79,32,5.1
"445","Chris Carpenter",2007,8.5,9.569,1,-0.1
"446","Chris Carpenter",2008,10.5,11.384,4,0.4
"447","Chris Carpenter",2009,13.303,14.475,28,6.5
"448","Chris Carpenter",2010,15.841,16.958,35,3.2
"449","Chris Carpenter",2011,14.259,14.797,34,3.5
"450","Chris Carpenter",2012,10.5,10.677,3,0.2
"451","Chris Sale",2011,0.425,0.441,58,2.3
"452","Chris Sale",2012,0.5,0.508,30,5.9
"453","Chris Young",2007,0.38,0.428,148,0.7
"454","Chris Young",2008,0.406,0.44,160,1.4
"455","Chris Young",2009,1.95,2.122,134,0
"456","Chris Young",2010,3.45,3.693,156,5.5
"457","Chris Young",2011,5.2,5.396,156,5
"458","Chris Young",2012,7,7.118,101,2
"459","Cliff Lee",2003,0.301,0.382,9,0.5
"460","Cliff Lee",2004,0.303,0.375,33,0.3
"461","Cliff Lee",2005,0.345,0.412,32,2.5
"462","Cliff Lee",2006,0.406,0.47,33,2
"463","Cliff Lee",2007,3,3.377,20,-0.8
"464","Cliff Lee",2008,4,4.337,31,6.9
"465","Cliff Lee",2009,6,6.529,34,3.17058823529412
"466","Cliff Lee",2009,6,6.529,34,3.17058823529412
"467","Cliff Lee",2010,9,9.635,28,2.32857142857143
"468","Cliff Lee",2010,9,9.635,28,2.32857142857143
"469","Cliff Lee",2011,11,11.415,32,8.6
"470","Cliff Lee",2012,21.5,21.862,30,4.5
"471","Cole Hamels",2007,0.4,0.45,28,4.1
"472","Cole Hamels",2008,0.5,0.542,33,4.3
"473","Cole Hamels",2009,4.35,4.733,32,1.9
"474","Cole Hamels",2010,6.65,7.119,33,5.4
"475","Cole Hamels",2011,9.5,9.858,32,6.6
"476","Cole Hamels",2012,15,15.252,31,4.6
"477","Craig Swan",1977,0.07,0.27,26,0.7
"478","Craig Swan",1978,0.08,0.286,29,5.6
"479","Craig Swan",1979,0.09,0.289,35,4.6
"480","Craig Swan",1980,0.56,1.587,21,1.2
"481","Craig Swan",1981,0.56,1.438,5,0.1
"482","Craig Swan",1982,0.585,1.415,37,2.9
"483","Craig Swan",1983,0.66,1.547,27,-0.9
"484","Craig Swan",1984,0.76,1.708,12,-0.466666666666667
"485","Craig Swan",1984,0.76,1.708,12,-0.466666666666667
"486","Curtis Granderson",2006,0.335,0.388,159,3.3
"487","Curtis Granderson",2007,0.41,0.462,158,7.6
"488","Curtis Granderson",2008,1,1.084,141,3.8
"489","Curtis Granderson",2009,3.5,3.808,160,4.3
"490","Curtis Granderson",2010,5.5,5.888,136,4.5
"491","Curtis Granderson",2011,8.25,8.561,156,5.4
"492","Curtis Granderson",2012,10,10.168,160,3
"493","Daisuke Matsuzaka",2007,6.333,7.13,32,4.1
"494","Daisuke Matsuzaka",2008,8.333,9.035,29,5.3
"495","Daisuke Matsuzaka",2009,8.333,9.068,12,0.4
"496","Daisuke Matsuzaka",2010,8.333,8.921,25,1
"497","Daisuke Matsuzaka",2011,10.333,10.723,8,-0.2
"498","Daisuke Matsuzaka",2012,10,10.168,11,-1.4
"499","Damaso Garcia",1982,0.13,0.314,147,4.5
"500","Damaso Garcia",1983,0.4,0.938,131,1.1
"501","Damaso Garcia",1985,0.74,1.606,146,1.5
"502","Damaso Garcia",1986,0.79,1.682,122,-0.8
"503","Damaso Garcia",1988,0.692,1.365,21,-0.7
"504","Damaso Garcia",1989,0.2,0.377,80,-0.3
"505","Dan Uggla",2006,0.327,0.379,154,3
"506","Dan Uggla",2007,0.392,0.441,159,1.8
"507","Dan Uggla",2008,0.417,0.452,146,4.4
"508","Dan Uggla",2009,5.35,5.821,158,2.1
"509","Dan Uggla",2010,7.8,8.35,159,4.2
"510","Dan Uggla",2011,9.147,9.492,161,2
"511","Dan Uggla",2012,13,13.219,154,2.9
"512","Darren Dreifort",1994,0.109,0.172,27,-0.5
"513","Darren Dreifort",1996,0.134,0.199,19,-0.1
"514","Darren Dreifort",1997,0.22,0.32,48,1.4
"515","Darren Dreifort",1998,0.685,0.981,32,2.6
"516","Darren Dreifort",1999,1.9,2.663,30,0.6
"517","Darren Dreifort",2000,3.7,5.016,32,1.6
"518","Darren Dreifort",2001,9.4,12.393,16,-0.2
"519","Darren Dreifort",2003,12.4,15.736,10,0.3
"520","Darren Dreifort",2004,12.4,15.325,60,0.1
"521","Darryl Strawberry",1983,0.036,0.084,122,2.6
"522","Darryl Strawberry",1984,0.23,0.517,147,2.8
"523","Darryl Strawberry",1985,0.517,1.121,111,4.8
"524","Darryl Strawberry",1986,0.945,2.013,136,3.4
"525","Darryl Strawberry",1987,1.245,2.558,154,6.4
"526","Darryl Strawberry",1988,1.32,2.605,153,5.4
"527","Darryl Strawberry",1989,1.495,2.815,134,4.7
"528","Darryl Strawberry",1990,1.85,3.306,152,6.3
"529","Darryl Strawberry",1991,3.8,6.513,139,3.6
"530","Darryl Strawberry",1992,4.05,6.737,43,0.2
"531","Darryl Strawberry",1993,3.8,6.141,32,-1
"532","Darryl Strawberry",1994,0.109,0.172,29,-0.2
"533","Darryl Strawberry",1995,0.675,1.034,32,0.6
"534","Darryl Strawberry",1996,0.3,0.447,63,0.4
"535","Darryl Strawberry",1997,0.75,1.091,11,-0.5
"536","Darryl Strawberry",1998,0.875,1.253,101,1.5
"537","Dave Roberts",1981,0.26,0.668,27,-0.1
"538","Dave Roberts",1982,0.26,0.629,28,-0.4
"539","Dave Winfield",1977,0.09,0.347,157,5.2
"540","Dave Winfield",1981,1.3,3.338,105,2.6
"541","Dave Winfield",1983,1.661,3.893,152,2.5
"542","Dave Winfield",1984,1.821,4.091,141,5.3
"543","Dave Winfield",1985,1.796,3.898,155,3.4
"544","Dave Winfield",1986,1.887,4.018,154,3.1
"545","Dave Winfield",1987,1.912,3.928,156,1.8
"546","Dave Winfield",1988,1.959,3.866,149,5.4
"547","Dave Winfield",1990,1.959,3.5,132,0.872727272727273
"548","Dave Winfield",1990,1.959,3.5,132,0.872727272727273
"549","Dave Winfield",1991,3.3,5.656,150,0.5
"550","Dave Winfield",1992,2.3,3.826,156,4
"551","Dave Winfield",1993,2.7,4.363,143,0.2
"552","Dave Winfield",1994,2.725,4.292,77,0.1
"553","Dave Winfield",1995,0.6,0.919,46,-1
"554","David DeJesus",2005,0.32,0.382,122,4.4
"555","David DeJesus",2006,0.5,0.579,119,3
"556","David DeJesus",2007,2,2.252,157,2.6
"557","David DeJesus",2008,2.5,2.711,135,2.2
"558","David DeJesus",2009,3.6,3.917,144,2.2
"559","David DeJesus",2010,4.7,5.031,91,1.9
"560","David DeJesus",2011,6,6.226,131,1.2
"561","David DeJesus",2012,4.25,4.321,148,1.8
"562","David Wright",2005,0.322,0.385,160,4.7
"563","David Wright",2006,0.374,0.433,154,4.1
"564","David Wright",2007,1.25,1.407,160,8.3
"565","David Wright",2008,5.25,5.692,160,6.8
"566","David Wright",2009,7.75,8.433,144,3.2
"567","David Wright",2010,10.25,10.973,157,2.8
"568","David Wright",2011,14.25,14.788,102,1.9
"569","David Wright",2012,15,15.252,156,6.9
"570","Denard Span",2009,0.435,0.473,145,3.7
"571","Denard Span",2010,0.75,0.803,153,1.5
"572","Denard Span",2011,1,1.038,70,2.4
"573","Denard Span",2012,3,3.05,128,5.1
"574","Denny Neagle",1992,0.11,0.183,55,-0.9
"575","Denny Neagle",1993,0.14,0.226,50,-0.5
"576","Denny Neagle",1994,0.22,0.346,24,0.2
"577","Denny Neagle",1995,0.74,1.134,31,4.7
"578","Denny Neagle",1996,2.3,3.423,33,4.97272727272727
"579","Denny Neagle",1996,2.3,3.423,33,4.97272727272727
"580","Denny Neagle",1997,3.61,5.25,34,4.5
"581","Denny Neagle",1998,4.5,6.445,32,2.4
"582","Denny Neagle",1999,4.75,6.656,20,1.3
"583","Denny Neagle",2000,4.75,6.439,34,1.67647058823529
"584","Denny Neagle",2000,4.75,6.439,34,1.67647058823529
"585","Denny Neagle",2001,7.2,9.492,30,1.2
"586","Denny Neagle",2002,7,9.085,35,0.7
"587","Denny Neagle",2003,9,11.421,7,-0.7
"588","Derek Holland",2010,0.414,0.444,14,0.5
"589","Derek Holland",2011,0.432,0.448,32,2.6
"590","Derek Holland",2012,1,1.017,29,1.7
"591","Derek Jeter",1996,0.13,0.193,157,3.3
"592","Derek Jeter",1997,0.55,0.8,159,4.9
"593","Derek Jeter",1998,0.75,1.074,149,7.5
"594","Derek Jeter",1999,5,7.007,158,8
"595","Derek Jeter",2000,10,13.556,148,4.6
"596","Derek Jeter",2001,12.6,16.611,150,5.1
"597","Derek Jeter",2002,14.6,18.949,157,3.7
"598","Derek Jeter",2003,15.6,19.796,119,3.5
"599","Derek Jeter",2004,18.6,22.988,154,4.2
"600","Derek Jeter",2005,19.6,23.427,159,3.8
"601","Derek Jeter",2006,20.6,23.854,154,5.5
"602","Derek Jeter",2007,21.6,24.318,156,3.9
"603","Derek Jeter",2008,21.6,23.419,150,3
"604","Derek Jeter",2009,21.6,23.503,153,6.6
"605","Derek Jeter",2010,22.6,24.193,157,1.8
"606","Derek Jeter",2011,14.729,15.285,131,0.9
"607","Derek Jeter",2012,16,16.269,159,2.2
"608","Derrek Lee",1998,0.172,0.246,141,0.8
"609","Derrek Lee",1999,0.265,0.371,70,-0.9
"610","Derrek Lee",2000,0.225,0.305,158,2
"611","Derrek Lee",2001,0.375,0.494,158,2
"612","Derrek Lee",2002,2.7,3.504,162,3
"613","Derrek Lee",2003,4.25,5.393,155,2.8
"614","Derrek Lee",2004,6.167,7.621,161,2.6
"615","Derrek Lee",2005,7.667,9.164,158,7.7
"616","Derrek Lee",2006,9.417,10.904,50,0.8
"617","Derrek Lee",2007,13.25,14.917,150,3.5
"618","Derrek Lee",2008,13.25,14.366,155,1.8
"619","Derrek Lee",2009,13.25,14.417,141,5.4
"620","Derrek Lee",2010,13.25,14.184,148,0.531756756756757
"621","Derrek Lee",2010,13.25,14.184,148,0.531756756756757
"622","Derrek Lee",2011,7.25,7.523,113,0.198230088495575
"623","Derrek Lee",2011,7.25,7.523,113,0.198230088495575
"624","Don Mattingly",1983,0.035,0.082,91,0.5
"625","Don Mattingly",1984,0.13,0.292,153,6.3
"626","Don Mattingly",1985,0.455,0.988,159,6.4
"627","Don Mattingly",1986,1.375,2.928,162,7.2
"628","Don Mattingly",1987,1.975,4.058,141,5.1
"629","Don Mattingly",1988,2,3.948,144,3.8
"630","Don Mattingly",1989,2.2,4.143,158,4.2
"631","Don Mattingly",1990,2.5,4.467,102,-0.3
"632","Don Mattingly",1991,3.42,5.862,152,1.6
"633","Don Mattingly",1992,3.62,6.022,157,2.7
"634","Don Mattingly",1993,3.82,6.173,134,2.7
"635","Don Mattingly",1994,4.02,6.331,97,2.3
"636","Don Mattingly",1995,4.42,6.771,128,-0.2
"637","Don Stanhouse",1972,0.014,0.075,24,0.5
"638","Don Stanhouse",1973,0.018,0.095,21,-0.1
"639","Don Stanhouse",1974,0.014,0.066,18,-0.2
"640","Don Stanhouse",1980,0.42,1.19,21,-0.7
"641","Don Stanhouse",1982,0.42,1.016,17,-0.2
"642","Doug Flynn",1979,0.1,0.322,157,-1.7
"643","Doug Flynn",1980,0.14,0.397,128,1
"644","Doug Flynn",1981,0.17,0.437,105,-0.3
"645","Doug Flynn",1985,0.35,0.76,41,-0.121951219512195
"646","Doug Flynn",1985,0.35,0.76,41,-0.121951219512195
"647","Dustin Pedroia",2007,0.38,0.428,139,3.9
"648","Dustin Pedroia",2008,0.457,0.495,157,6.9
"649","Dustin Pedroia",2009,1.75,1.904,154,5.6
"650","Dustin Pedroia",2010,3.75,4.014,75,3.2
"651","Dustin Pedroia",2011,5.75,5.967,159,7.9
"652","Dustin Pedroia",2012,8,8.135,141,4.9
"653","Eric Chavez",1998,0.17,0.243,16,0.2
"654","Eric Chavez",1999,0.201,0.282,115,2.1
"655","Eric Chavez",2000,0.24,0.325,153,2.4
"656","Eric Chavez",2001,0.625,0.824,151,6
"657","Eric Chavez",2002,2.125,2.758,153,4.2
"658","Eric Chavez",2003,3.675,4.664,156,5.3
"659","Eric Chavez",2004,5.325,6.581,125,5.5
"660","Eric Chavez",2005,8.5,10.16,160,4.7
"661","Eric Chavez",2006,9.5,11.001,137,2.8
"662","Eric Chavez",2007,9.5,10.695,90,2.1
"663","Eric Chavez",2008,11.5,12.469,23,0.2
"664","Eric Chavez",2009,11.5,12.513,8,-0.5
"665","Eric Chavez",2010,12.5,13.381,33,-0.2
"666","Eric Chavez",2011,1.5,1.557,58,0.3
"667","Eric Chavez",2012,0.9,0.915,113,1.6
"668","Eric Hinske",2002,0.2,0.26,151,4
"669","Eric Hinske",2003,0.6,0.761,124,1.9
"670","Eric Hinske",2004,0.9,1.112,155,-0.6
"671","Eric Hinske",2005,3.1,3.705,147,1.1
"672","Eric Hinske",2006,4.425,5.124,109,0.715596330275229
"673","Eric Hinske",2006,4.425,5.124,109,0.715596330275229
"674","Eric Hinske",2007,5.625,6.333,84,-0.3
"675","Eric Hinske",2008,0.8,0.867,133,1.4
"676","Eric Hinske",2009,1.5,1.632,93,0.232258064516129
"677","Eric Hinske",2009,1.5,1.632,93,0.232258064516129
"678","Eric Hinske",2010,1,1.071,131,0.3
"679","Eric Hinske",2011,1.35,1.401,117,0.2
"680","Eric Hinske",2012,1.5,1.525,91,-1
"681","Evan Longoria",2008,0.5,0.542,122,4.8
"682","Evan Longoria",2009,0.55,0.598,157,7.1
"683","Evan Longoria",2010,0.95,1.017,151,8.1
"684","Evan Longoria",2011,2,2.075,133,7.5
"685","Evan Longoria",2012,4.5,4.576,74,2.5
"686","Felix Hernandez",2006,0.34,0.394,31,1.3
"687","Felix Hernandez",2007,0.42,0.473,30,3.9
"688","Felix Hernandez",2008,0.54,0.585,31,3.9
"689","Felix Hernandez",2009,3.8,4.135,34,6
"690","Felix Hernandez",2010,7.2,7.708,34,7.1
"691","Felix Hernandez",2011,11.7,12.141,33,3.7
"692","Felix Hernandez",2012,18.5,18.811,33,4.7
"693","Gary Matthews Jr.",2001,0.225,0.297,152,0.260526315789474
"694","Gary Matthews Jr.",2001,0.225,0.297,152,0.260526315789474
"695","Gary Matthews Jr.",2002,0.238,0.308,111,2.35675675675676
"696","Gary Matthews Jr.",2002,0.238,0.308,111,2.35675675675676
"697","Gary Matthews Jr.",2003,0.9,1.142,144,1.33125
"698","Gary Matthews Jr.",2003,0.9,1.142,144,1.33125
"699","Gary Matthews Jr.",2005,1.1,1.315,131,3
"700","Gary Matthews Jr.",2006,2.388,2.765,147,5.2
"701","Gary Matthews Jr.",2007,6.4,7.205,140,1
"702","Gary Matthews Jr.",2008,9.4,10.192,127,-1
"703","Gary Matthews Jr.",2009,10.4,11.316,103,-0.1
"704","Gary Matthews Jr.",2010,11.4,12.204,36,-0.6
"705","Gil Meche",1999,0.2,0.28,16,1.5
"706","Gil Meche",2000,0.252,0.342,15,1.9
"707","Gil Meche",2003,0.325,0.412,32,1.7
"708","Gil Meche",2004,1.95,2.41,23,1
"709","Gil Meche",2005,2.535,3.03,29,-0.2
"710","Gil Meche",2006,3.7,4.284,32,0.9
"711","Gil Meche",2007,7.4,8.331,34,4.2
"712","Gil Meche",2008,11.4,12.36,34,5
"713","Gil Meche",2009,11.4,12.404,23,1.1
"714","Gil Meche",2010,12.4,13.274,20,-0.1
"715","Gio Gonzalez",2009,0.405,0.441,20,-0.3
"716","Gio Gonzalez",2010,0.405,0.434,33,4
"717","Gio Gonzalez",2011,0.42,0.436,32,4.3
"718","Gio Gonzalez",2012,3.25,3.305,32,4.9
"719","Grady Sizemore",2005,0.318,0.38,158,6.6
"720","Grady Sizemore",2006,0.5,0.579,162,6.6
"721","Grady Sizemore",2007,0.917,1.032,162,5.5
"722","Grady Sizemore",2008,3.167,3.433,157,5.9
"723","Grady Sizemore",2009,4.767,5.187,106,2.2
"724","Grady Sizemore",2010,5.767,6.173,33,-0.4
"725","Grady Sizemore",2011,7.667,7.956,71,0
"726","Greg Minton",1981,0.18,0.462,55,1.7
"727","Greg Minton",1982,0.343,0.83,78,5.4
"728","Greg Minton",1983,0.75,1.758,73,0.3
"729","Greg Minton",1984,0.75,1.685,74,0.9
"730","Greg Minton",1985,0.865,1.877,68,0.7
"731","Greg Minton",1986,0.765,1.629,48,-0.8
"732","Greg Minton",1987,0.75,1.541,56,1.20535714285714
"733","Greg Minton",1987,0.75,1.541,56,1.20535714285714
"734","Greg Minton",1988,0.5,0.987,44,0.4
"735","Greg Minton",1989,0.83,1.563,62,2.7
"736","Greg Minton",1990,0.85,1.519,11,0.4
"737","Hanley Ramirez",2006,0.327,0.379,158,4.9
"738","Hanley Ramirez",2007,0.402,0.453,154,4.3
"739","Hanley Ramirez",2008,0.439,0.476,153,6.8
"740","Hanley Ramirez",2009,5.5,5.985,151,7.3
"741","Hanley Ramirez",2010,7,7.494,142,2.7
"742","Hanley Ramirez",2011,11,11.415,92,0.2
"743","Hanley Ramirez",2012,15,15.252,157,0.640764331210191
"744","Hanley Ramirez",2012,15,15.252,157,0.640764331210191
"745","Hunter Pence",2008,0.396,0.429,157,2.3
"746","Hunter Pence",2009,0.439,0.478,159,4
"747","Hunter Pence",2010,3.5,3.747,156,3.2
"748","Hunter Pence",2011,6.9,7.16,154,2.91428571428571
"749","Hunter Pence",2011,6.9,7.16,154,2.91428571428571
"750","Hunter Pence",2012,10.4,10.575,160,0.57875
"751","Hunter Pence",2012,10.4,10.575,160,0.57875
"752","Ian Kinsler",2006,0.327,0.379,120,1.9
"753","Ian Kinsler",2007,0.391,0.44,130,4.1
"754","Ian Kinsler",2008,0.7,0.759,121,4.6
"755","Ian Kinsler",2009,3.2,3.482,144,6
"756","Ian Kinsler",2010,4.2,4.496,103,4.2
"757","Ian Kinsler",2011,6.2,6.434,155,7
"758","Ian Kinsler",2012,7,7.118,157,2.1
"759","Ichiro Suzuki",2001,5.667,7.471,157,7.7
"760","Ichiro Suzuki",2002,3.696,4.797,157,3.5
"761","Ichiro Suzuki",2003,4.667,5.922,159,5.6
"762","Ichiro Suzuki",2004,6.5,8.033,161,9.2
"763","Ichiro Suzuki",2005,12.5,14.941,162,3.9
"764","Ichiro Suzuki",2006,12.5,14.475,161,5.3
"765","Ichiro Suzuki",2007,12.5,14.073,161,5.8
"766","Ichiro Suzuki",2008,17.102,18.543,162,5.3
"767","Ichiro Suzuki",2009,18,19.586,146,4.7
"768","Ichiro Suzuki",2010,18,19.269,162,3.7
"769","Ichiro Suzuki",2011,18,18.679,161,0.4
"770","Ichiro Suzuki",2012,17,17.286,162,1.12098765432099
"771","Ichiro Suzuki",2012,17,17.286,162,1.12098765432099
"772","J.D. Drew",1999,1.792,2.511,104,2.7
"773","J.D. Drew",2000,1.75,2.372,135,3.6
"774","J.D. Drew",2001,2.75,3.625,109,5.5
"775","J.D. Drew",2002,3.1,4.023,135,2.8
"776","J.D. Drew",2003,3.7,4.695,100,2.5
"777","J.D. Drew",2004,4.2,5.191,145,8.3
"778","J.D. Drew",2005,9.4,11.235,72,3.2
"779","J.D. Drew",2006,11.4,13.201,146,4
"780","J.D. Drew",2007,14,15.762,140,2.1
"781","J.D. Drew",2008,14,15.179,109,2.6
"782","J.D. Drew",2009,14,15.233,137,4.3
"783","J.D. Drew",2010,14,14.987,139,3.1
"784","J.D. Drew",2011,14,14.528,81,-0.9
"785","Jake Peavy",2003,0.305,0.387,32,1.8
"786","Jake Peavy",2004,0.35,0.433,27,4.9
"787","Jake Peavy",2005,0.75,0.896,30,4.6
"788","Jake Peavy",2006,2.5,2.895,32,2
"789","Jake Peavy",2007,4.75,5.348,34,6.2
"790","Jake Peavy",2008,6.5,7.048,27,3.9
"791","Jake Peavy",2009,11,11.969,16,0.63125
"792","Jake Peavy",2009,11,11.969,16,0.63125
"793","Jake Peavy",2010,15,16.058,17,1.6
"794","Jake Peavy",2011,16,16.604,19,1
"795","Jake Peavy",2012,17,17.286,32,5.2
"796","Jason Giambi",1995,0.109,0.167,54,0.9
"797","Jason Giambi",1996,0.12,0.179,140,1.1
"798","Jason Giambi",1997,0.205,0.298,142,1.8
"799","Jason Giambi",1998,0.315,0.451,153,2.6
"800","Jason Giambi",1999,2.103,2.947,158,5.9
"801","Jason Giambi",2000,3.103,4.207,152,7.8
"802","Jason Giambi",2001,4.103,5.41,154,9.1
"803","Jason Giambi",2002,10.429,13.535,155,7.1
"804","Jason Giambi",2003,11.429,14.503,156,4.8
"805","Jason Giambi",2004,12.429,15.361,80,-0.1
"806","Jason Giambi",2005,13.429,16.051,139,4.6
"807","Jason Giambi",2006,20.429,23.656,139,2.8
"808","Jason Giambi",2007,23.429,26.376,83,0.9
"809","Jason Giambi",2008,23.429,25.402,145,1.9
"810","Jason Giambi",2009,4,4.352,102,-0.206862745098039
"811","Jason Giambi",2009,4,4.352,102,-0.206862745098039
"812","Jason Giambi",2010,1.75,1.873,87,-0.2
"813","Jason Giambi",2011,1,1.038,64,1.1
"814","Jason Giambi",2012,1,1.017,60,-0.2
"815","Jason Kendall",1996,0.109,0.162,130,1.6
"816","Jason Kendall",1997,0.235,0.342,144,4.1
"817","Jason Kendall",1998,0.6,0.859,149,5.6
"818","Jason Kendall",1999,1.25,1.752,78,4.1
"819","Jason Kendall",2000,2.25,3.05,152,4.5
"820","Jason Kendall",2001,5.1,6.724,157,0.1
"821","Jason Kendall",2002,6.571,8.529,145,2.3
"822","Jason Kendall",2003,8.571,10.877,150,4.4
"823","Jason Kendall",2004,8.571,10.593,147,3.9
"824","Jason Kendall",2005,10.571,12.636,150,2.4
"825","Jason Kendall",2006,11.492,13.308,143,3.7
"826","Jason Kendall",2007,12.858,14.476,137,0.751094890510949
"827","Jason Kendall",2007,12.858,14.476,137,0.751094890510949
"828","Jason Kendall",2008,4.25,4.608,151,2.9
"829","Jason Kendall",2009,5,5.441,134,0.1
"830","Jason Kendall",2010,2.25,2.409,118,0.5
"831","Jay Bruce",2009,0.418,0.454,101,1.3
"832","Jay Bruce",2010,0.44,0.471,148,4.8
"833","Jay Bruce",2011,2.792,2.897,157,2.2
"834","Jay Bruce",2012,5,5.084,155,1.6
"835","Jayson Werth",2003,0.3,0.381,26,0
"836","Jayson Werth",2004,0.303,0.374,89,3
"837","Jayson Werth",2005,0.337,0.403,102,1.3
"838","Jayson Werth",2007,0.85,0.957,94,3
"839","Jayson Werth",2008,1.7,1.843,134,3.7
"840","Jayson Werth",2009,2.5,2.72,159,4.5
"841","Jayson Werth",2010,7.5,8.029,156,4.6
"842","Jayson Werth",2011,10.571,10.97,150,1.3
"843","Jayson Werth",2012,13,13.219,81,0.7
"844","Jeff Niemann",2009,1.29,1.404,31,2.4
"845","Jeff Niemann",2010,1.032,1.105,30,0.7
"846","Jeff Niemann",2011,0.903,0.937,23,0.7
"847","Jeff Niemann",2012,2.75,2.796,8,0.6
"848","Jeff Samardzija",2008,2,2.168,26,0.6
"849","Jeff Samardzija",2009,2,2.176,20,-0.6
