"","player","season","salary","inflation_adjusted_salary","games","war"
"1274","Nick Swisher",2009,5.4,5.876,150,2
"1275","Nick Swisher",2010,6.85,7.333,150,3.8
"1276","Nick Swisher",2011,9.1,9.443,150,1.8
"1277","Nick Swisher",2012,10.25,10.422,148,3.9
"1278","Nolan Ryan",1966,0.004,0.026,2,-0.2
"1279","Nolan Ryan",1968,0.008,0.057,21,1.1
"1280","Nolan Ryan",1969,0.012,0.076,25,0.7
"1281","Nolan Ryan",1971,0.02,0.115,30,-0.2
"1282","Nolan Ryan",1972,0.027,0.151,39,6.2
"1283","Nolan Ryan",1973,0.047,0.247,41,7.7
"1284","Nolan Ryan",1974,0.1,0.473,42,5.9
"1285","Nolan Ryan",1975,0.125,0.542,28,2.6
"1286","Nolan Ryan",1976,0.125,0.513,39,3.6
"1287","Nolan Ryan",1977,0.2,0.77,37,7.8
"1288","Nolan Ryan",1978,0.2,0.716,31,2.5
"1289","Nolan Ryan",1979,0.2,0.643,34,3.8
"1290","Nolan Ryan",1980,1.125,3.187,35,1.7
"1291","Nolan Ryan",1981,1.125,2.889,21,4.7
"1292","Nolan Ryan",1982,1.125,2.721,35,3.2
"1293","Nolan Ryan",1983,1.125,2.637,29,2.6
"1294","Nolan Ryan",1984,1,2.247,30,1.8
"1295","Nolan Ryan",1985,1.35,2.93,35,1.7
"1296","Nolan Ryan",1986,1.125,2.396,30,2.3
"1297","Nolan Ryan",1987,1.225,2.517,34,5.4
"1298","Nolan Ryan",1988,1,1.974,33,2
"1299","Nolan Ryan",1989,1.8,3.39,32,5.1
"1300","Nolan Ryan",1990,1.4,2.502,30,3.6
"1301","Nolan Ryan",1991,3.3,5.656,27,5.2
"1302","Nolan Ryan",1992,4.2,6.987,27,2
"1303","Nolan Ryan",1993,3.757,6.071,13,-0.6
"1304","Nomar Garciaparra",1996,0.109,0.162,24,0.2
"1305","Nomar Garciaparra",1997,0.15,0.218,153,6.6
"1306","Nomar Garciaparra",1998,1.075,1.54,143,7.1
"1307","Nomar Garciaparra",1999,1.4,1.962,135,6.6
"1308","Nomar Garciaparra",2000,3.7,5.016,140,7.4
"1309","Nomar Garciaparra",2001,7.25,9.558,21,0.4
"1310","Nomar Garciaparra",2002,9,11.681,156,6.8
"1311","Nomar Garciaparra",2003,11,13.959,156,6.1
"1312","Nomar Garciaparra",2004,11.5,14.213,81,0.690123456790124
"1313","Nomar Garciaparra",2004,11.5,14.213,81,0.690123456790124
"1314","Nomar Garciaparra",2005,8.25,9.861,62,0.2
"1315","Nomar Garciaparra",2006,6,6.948,122,2.5
"1316","Nomar Garciaparra",2007,8.517,9.588,121,-1.5
"1317","Nomar Garciaparra",2008,9.517,10.318,55,0.8
"1318","Nomar Garciaparra",2009,1,1.088,65,-0.2
"1319","Omar Moreno",1977,0.025,0.096,150,1.5
"1320","Omar Moreno",1983,0.7,1.641,145,1.03724137931034
"1321","Omar Moreno",1983,0.7,1.641,145,1.03724137931034
"1322","Omar Moreno",1983,0.777,1.821,145,1.03724137931034
"1323","Omar Moreno",1983,0.777,1.821,145,1.03724137931034
"1324","Omar Moreno",1984,0.732,1.644,117,-0.1
"1325","Omar Moreno",1986,0.1,0.213,118,-1.4
"1326","Omar Vizquel",1989,0.068,0.128,143,0.7
"1327","Omar Vizquel",1990,0.135,0.241,81,1.5
"1328","Omar Vizquel",1991,0.18,0.309,142,2.1
"1329","Omar Vizquel",1992,0.36,0.599,136,3.5
"1330","Omar Vizquel",1993,1.113,1.798,158,2.6
"1331","Omar Vizquel",1994,2.35,3.701,69,0.7
"1332","Omar Vizquel",1995,2.9,4.443,136,1.4
"1333","Omar Vizquel",1996,3.05,4.54,151,3.3
"1334","Omar Vizquel",1997,3.05,4.435,153,3.5
"1335","Omar Vizquel",1998,3.05,4.368,151,3.4
"1336","Omar Vizquel",1999,3.05,4.274,144,6
"1337","Omar Vizquel",2000,3,4.067,156,2.8
"1338","Omar Vizquel",2001,3,3.955,155,-0.1
"1339","Omar Vizquel",2002,4.5,5.84,151,3
"1340","Omar Vizquel",2003,5.5,6.979,64,2
"1341","Omar Vizquel",2004,6,7.415,148,4
"1342","Omar Vizquel",2005,3.25,3.885,152,1.5
"1343","Omar Vizquel",2006,3.64,4.215,153,2.9
"1344","Omar Vizquel",2007,5.14,5.787,145,0.6
"1345","Omar Vizquel",2008,5,5.421,92,-0.4
"1346","Omar Vizquel",2009,1,1.088,62,0.9
"1347","Omar Vizquel",2010,1.375,1.472,108,0.1
"1348","Omar Vizquel",2011,1.75,1.816,58,-0.4
"1349","Omar Vizquel",2012,0.75,0.763,60,-0.3
"1350","Pat Burrell",2001,1.905,2.511,155,1
"1351","Pat Burrell",2002,1.905,2.472,157,4.5
"1352","Pat Burrell",2003,1.25,1.586,146,0.6
"1353","Pat Burrell",2004,4.25,5.253,127,1.5
"1354","Pat Burrell",2005,7.25,8.666,154,3.6
"1355","Pat Burrell",2006,9.75,11.29,144,1.1
"1356","Pat Burrell",2007,13.25,14.917,155,1.5
"1357","Pat Burrell",2008,14.25,15.45,157,2.3
"1358","Pat Burrell",2009,7,7.617,122,-0.8
"1359","Pat Burrell",2010,9,9.635,120,1.54
"1360","Pat Burrell",2010,9,9.635,120,1.54
"1361","Pat Burrell",2011,1,1.038,92,0.9
"1362","Paul Goldschmidt",2012,0.482,0.49,145,3.3
"1363","Paul Konerko",1998,0.17,0.243,75,-0.530666666666667
"1364","Paul Konerko",1998,0.17,0.243,75,-0.530666666666667
"1365","Paul Konerko",1999,0.215,0.301,142,2.3
"1366","Paul Konerko",2000,0.305,0.413,143,1.5
"1367","Paul Konerko",2001,2.3,3.032,156,2.3
"1368","Paul Konerko",2002,3.8,4.932,151,2
"1369","Paul Konerko",2003,6.25,7.931,137,-0.6
"1370","Paul Konerko",2004,8,9.887,155,2.3
"1371","Paul Konerko",2005,8.75,10.459,158,4.1
"1372","Paul Konerko",2006,12,13.896,152,2.9
"1373","Paul Konerko",2007,12,13.51,151,2
"1374","Paul Konerko",2008,12,13.011,122,0.9
"1375","Paul Konerko",2009,12,13.057,152,2.1
"1376","Paul Konerko",2010,12,12.846,149,4.6
"1377","Paul Konerko",2011,12,12.453,149,3.1
"1378","Paul Konerko",2012,12,12.202,144,1.8
"1379","Preston Wilson",1999,0.201,0.282,149,0.6
"1380","Preston Wilson",2000,0.287,0.389,161,2
"1381","Preston Wilson",2001,1,1.318,123,2.7
"1382","Preston Wilson",2002,3.5,4.543,141,1.4
"1383","Preston Wilson",2003,6.5,8.248,155,2.6
"1384","Preston Wilson",2004,9,11.123,58,-1.1
"1385","Preston Wilson",2005,12.5,14.941,139,-0.21294964028777
"1386","Preston Wilson",2005,12.5,14.941,139,-0.21294964028777
"1387","Preston Wilson",2006,4,4.632,135,-0.986666666666667
"1388","Preston Wilson",2006,4,4.632,135,-0.986666666666667
"1389","Preston Wilson",2007,1,1.126,25,0
"1390","Prince Fielder",2006,0.33,0.382,157,-0.7
"1391","Prince Fielder",2007,0.415,0.467,158,3.6
"1392","Prince Fielder",2008,0.67,0.726,159,1.6
"1393","Prince Fielder",2009,7,7.617,162,6.3
"1394","Prince Fielder",2010,11,11.776,161,1.7
"1395","Prince Fielder",2011,15.5,16.085,162,4.6
"1396","Prince Fielder",2012,23,23.387,162,4.9
"1397","Reggie Jackson",1967,0.005,0.034,35,-0.5
"1398","Reggie Jackson",1968,0.008,0.054,154,5.2
"1399","Reggie Jackson",1969,0.02,0.127,152,9.2
"1400","Reggie Jackson",1970,0.047,0.283,149,2.2
"1401","Reggie Jackson",1971,0.045,0.259,150,6.5
"1402","Reggie Jackson",1972,0.055,0.307,135,5.6
"1403","Reggie Jackson",1973,0.07,0.368,151,7.8
"1404","Reggie Jackson",1974,0.135,0.639,148,5.7
"1405","Reggie Jackson",1975,0.14,0.607,157,6.7
"1406","Reggie Jackson",1976,0.2,0.82,134,5.3
"1407","Reggie Jackson",1977,0.525,2.022,146,4.5
"1408","Reggie Jackson",1978,0.525,1.879,139,3.5
"1409","Reggie Jackson",1979,0.525,1.689,131,3.5
"1410","Reggie Jackson",1980,0.525,1.487,143,4.8
"1411","Reggie Jackson",1981,0.588,1.51,94,1
"1412","Reggie Jackson",1982,1.103,2.668,153,3.1
"1413","Reggie Jackson",1983,0.975,2.285,116,-1.8
"1414","Reggie Jackson",1984,0.975,2.191,143,-0.2
"1415","Reggie Jackson",1985,1.059,2.298,143,1
"1416","Reggie Jackson",1986,1.103,2.349,132,1.2
"1417","Reid Nichols",1983,0.1,0.234,100,0.8
"1418","Reid Nichols",1985,0.26,0.564,72,0.025
"1419","Reid Nichols",1985,0.26,0.564,72,0.025
"1420","Reid Nichols",1987,0.062,0.128,77,0.9
"1421","Rich Dauer",1985,0.48,1.042,85,0.2
"1422","Rick Dempsey",1972,0.009,0.05,25,-0.1
"1423","Rick Dempsey",1973,0.012,0.066,6,-0.1
"1424","Rick Dempsey",1977,0.04,0.154,91,1.3
"1425","Rick Dempsey",1985,0.512,1.112,132,3
"1426","Rick Dempsey",1986,0.442,0.941,122,2.1
"1427","Rick Dempsey",1987,0.4,0.822,60,-0.5
"1428","Rick Dempsey",1988,0.25,0.493,77,1.9
"1429","Rick Dempsey",1989,0.42,0.791,79,1
"1430","Rick Dempsey",1990,0.5,0.893,62,0.2
"1431","Rick Dempsey",1991,0.15,0.257,61,0.5
"1432","Rick Dempsey",1992,0.45,0.749,8,-0.2
"1433","Rick Wise",1973,0.07,0.368,35,2.7
"1434","Rick Wise",1974,0.085,0.402,9,0.5
"1435","Rick Wise",1975,0.09,0.39,35,1.7
"1436","Rick Wise",1980,0.35,0.992,27,1.2
"1437","Rick Wise",1981,0.4,1.027,18,0.5
"1438","Rick Wise",1982,0.4,0.968,1,-0.1
"1439","Ricky Romero",2009,0.4,0.435,29,2.2
"1440","Ricky Romero",2010,0.408,0.437,32,3.1
"1441","Ricky Romero",2011,1,1.038,32,6.3
"1442","Ricky Romero",2012,5,5.084,32,-1.4
"1443","Rocco Baldelli",2003,0.3,0.381,156,2.9
"1444","Rocco Baldelli",2004,0.32,0.395,136,3
"1445","Rocco Baldelli",2006,2,2.316,92,3.2
"1446","Rocco Baldelli",2007,0.75,0.844,35,0.1
"1447","Rocco Baldelli",2008,2.25,2.44,28,0.4
"1448","Rocco Baldelli",2009,0.5,0.544,62,0.6
"1449","Rod Carew",1967,0.008,0.06,137,2.8
"1450","Rod Carew",1968,0.017,0.114,127,1.8
"1451","Rod Carew",1969,0.021,0.134,123,5.6
"1452","Rod Carew",1973,0.06,0.316,149,7
"1453","Rod Carew",1974,0.091,0.431,153,7.4
"1454","Rod Carew",1975,0.12,0.521,143,7.8
"1455","Rod Carew",1976,0.16,0.656,156,6.8
"1456","Rod Carew",1977,0.18,0.693,155,9.7
"1457","Rod Carew",1978,0.2,0.716,152,4.9
"1458","Rod Carew",1979,0.8,2.573,110,2.6
"1459","Rod Carew",1980,0.8,2.267,144,3.4
"1460","Rod Carew",1981,0.8,2.054,93,3
"1461","Rod Carew",1982,0.8,1.935,138,4.7
"1462","Rod Carew",1983,0.8,1.875,129,2.3
"1463","Rod Carew",1985,0.875,1.899,127,0.5
"1464","Ron Cey",1974,0.027,0.128,159,4.8
"1465","Ron Cey",1975,0.056,0.243,158,6.6
"1466","Ron Cey",1977,0.16,0.616,153,3.5
"1467","Ron Cey",1978,0.135,0.483,159,5.3
"1468","Ron Cey",1983,0.85,1.992,159,1.7
"1469","Ron Cey",1984,0.9,2.022,146,1.6
"1470","Ron Cey",1985,1.45,3.147,145,0.9
"1471","Ron Cey",1986,1.4,2.981,97,1.8
"1472","Ron Cey",1987,1.05,2.158,45,0
"1473","Roy Oswalt",2002,0.3,0.389,35,6.9
"1474","Roy Oswalt",2003,0.5,0.634,21,2.9
"1475","Roy Oswalt",2004,3.25,4.017,36,4
"1476","Roy Oswalt",2005,5.9,7.052,35,5.9
"1477","Roy Oswalt",2006,11,12.738,33,5.9
"1478","Roy Oswalt",2007,13,14.636,33,6.7
"1479","Roy Oswalt",2008,13,14.095,32,3.8
"1480","Roy Oswalt",2009,14,15.233,30,2.4
"1481","Roy Oswalt",2010,15,16.058,33,2.71515151515152
"1482","Roy Oswalt",2010,15,16.058,33,2.71515151515152
"1483","Roy Oswalt",2011,16,16.604,23,2.2
"1484","Roy Oswalt",2012,5,5.084,17,-0.2
"1485","Ryan Braun",2008,0.455,0.493,151,4.6
"1486","Ryan Braun",2009,1.032,1.123,158,6.2
"1487","Ryan Braun",2010,1.288,1.378,157,5.8
"1488","Ryan Braun",2011,4.287,4.449,150,7.8
"1489","Ryan Braun",2012,6,6.101,154,7
"1490","Ryan Howard",2006,0.355,0.411,159,5.2
"1491","Ryan Howard",2007,0.9,1.013,144,2.9
"1492","Ryan Howard",2008,10,10.842,162,1.7
"1493","Ryan Howard",2009,15,16.322,160,3.8
"1494","Ryan Howard",2010,19,20.34,143,1.3
"1495","Ryan Howard",2011,20,20.754,152,1.1
"1496","Ryan Howard",2012,20,20.336,71,-1.1
"1497","Ryan Zimmerman",2006,0.327,0.379,157,2.9
"1498","Ryan Zimmerman",2008,0.465,0.504,106,2.7
"1499","Ryan Zimmerman",2009,3.325,3.618,157,7.3
"1500","Ryan Zimmerman",2010,6.35,6.798,142,6.2
"1501","Ryan Zimmerman",2011,9.025,9.365,101,1.9
"1502","Ryan Zimmerman",2012,12,12.202,145,3.9
"1503","Ryne Sandberg",1985,0.505,1.096,153,5.8
"1504","Ryne Sandberg",1986,0.665,1.416,154,3.5
"1505","Ryne Sandberg",1987,0.76,1.562,132,2.4
"1506","Ryne Sandberg",1988,0.84,1.658,155,4.6
"1507","Ryne Sandberg",1989,0.95,1.789,157,6.1
"1508","Ryne Sandberg",1990,1.55,2.77,155,7.1
"1509","Ryne Sandberg",1992,2.15,3.577,158,7.8
"1510","Ryne Sandberg",1993,5.975,9.656,117,3.3
"1511","Ryne Sandberg",1994,5.975,9.411,57,0.9
"1512","Ryne Sandberg",1996,2.3,3.423,150,3.2
"1513","Ryne Sandberg",1997,3.25,4.726,135,0.8
"1514","Salvador Perez",2012,0.75,0.763,76,3
"1515","Scott Erickson",1990,0.1,0.179,19,2.6
"1516","Scott Erickson",1991,0.144,0.246,32,4.4
"1517","Scott Erickson",1992,0.425,0.707,32,3.7
"1518","Scott Erickson",1993,0.535,0.865,34,1.3
"1519","Scott Erickson",1994,1.325,2.087,23,0.5
"1520","Scott Erickson",1995,1.862,2.853,32,1.428125
"1521","Scott Erickson",1995,1.862,2.853,32,1.428125
"1522","Scott Erickson",1996,2.9,4.316,34,2.2
"1523","Scott Erickson",1997,3.3,4.799,34,4
"1524","Scott Erickson",1998,3.7,5.299,36,4.3
"1525","Scott Erickson",1999,6.08,8.52,34,2.1
"1526","Scott Erickson",2000,6.621,8.975,16,-1.2
"1527","Scott Erickson",2002,5.143,6.675,29,-0.8
"1528","Scott Erickson",2004,0.7,0.865,6,0.0333333333333333
"1529","Scott Erickson",2004,0.7,0.865,6,0.0333333333333333
"1530","Scott Erickson",2005,0.525,0.628,19,-0.5
"1531","Shawn Green",1993,0.109,0.176,3,-0.1
"1532","Shawn Green",1994,0.109,0.172,14,-0.7
"1533","Shawn Green",1995,0.13,0.199,121,0.5
"1534","Shawn Green",1996,0.288,0.428,132,1.1
"1535","Shawn Green",1997,0.5,0.727,135,2
"1536","Shawn Green",1998,1.475,2.113,158,3.9
"1537","Shawn Green",1999,3.125,4.379,153,6.4
"1538","Shawn Green",2000,9.417,12.765,162,3.1
"1539","Shawn Green",2001,12.167,16.04,161,7
"1540","Shawn Green",2002,13.417,17.413,158,6.9
"1541","Shawn Green",2003,15.667,19.881,160,2
"1542","Shawn Green",2004,16.667,20.598,157,2
"1543","Shawn Green",2005,7.833,9.363,158,1.1
"1544","Shawn Green",2006,10.214,11.827,149,-0.640268456375839
"1545","Shawn Green",2006,10.214,11.827,149,-0.640268456375839
"1546","Shawn Green",2007,9.5,10.695,130,0.3
"1547","Starlin Castro",2011,0.44,0.457,158,3
"1548","Starlin Castro",2012,0.567,0.577,162,3.6
"1549","Stephen Drew",2006,0.3,0.347,59,1.7
"1550","Stephen Drew",2007,1.5,1.689,150,0
"1551","Stephen Drew",2008,1.5,1.626,152,2.9
"1552","Stephen Drew",2009,1.5,1.632,135,2.9
"1553","Stephen Drew",2010,3.4,3.64,151,4
"1554","Stephen Drew",2011,4.65,4.825,86,1.9
"1555","Stephen Drew",2012,7.75,7.88,79,-0.20253164556962
"1556","Stephen Drew",2012,7.75,7.88,79,-0.20253164556962
"1557","Steve Trout",1979,0.024,0.077,34,1.9
"1558","Steve Trout",1982,0.25,0.605,25,0.1
"1559","Steve Trout",1985,0.64,1.389,24,3
"1560","Steve Trout",1986,0.89,1.895,37,1.4
"1561","Steve Trout",1987,0.89,1.829,25,0.908
"1562","Steve Trout",1987,0.89,1.829,25,0.908
"1563","Steve Trout",1988,0.99,1.954,15,-1.5
"1564","Steve Trout",1989,0.105,0.198,19,-1.3
"1565","Terry Forster",1977,0.05,0.193,33,-0.2
"1566","Terry Forster",1978,0.17,0.608,47,1.6
"1567","Terry Forster",1979,0.17,0.547,17,-0.4
"1568","Terry Forster",1980,0.17,0.482,9,0.1
"1569","Terry Forster",1981,0.17,0.437,21,0
"1570","Terry Forster",1982,0.17,0.411,56,-0.2
"1571","Terry Forster",1983,0.483,1.133,56,3.3
"1572","Terry Forster",1984,0.483,1.086,25,0.7
"1573","Terry Forster",1985,0.483,1.049,46,1.3
"1574","Terry Forster",1986,0.17,0.362,41,0.3
"1575","Tippy Martinez",1985,0.44,0.955,49,-1.3
"1576","Tippy Martinez",1986,0.487,1.037,14,-0.1
"1577","Tippy Martinez",1988,0.09,0.178,3,-0.3
"1578","Tom Brunansky",1983,0.085,0.199,151,2.7
"1579","Tom Brunansky",1984,0.215,0.483,155,2.8
"1580","Tom Brunansky",1985,0.425,0.922,157,1.3
"1581","Tom Brunansky",1986,0.74,1.576,157,1.7
"1582","Tom Brunansky",1987,0.94,1.931,155,2.5
"1583","Tom Brunansky",1988,1.14,2.25,157,1.30382165605096
"1584","Tom Brunansky",1988,1.14,2.25,157,1.30382165605096
"1585","Tom Brunansky",1989,1.24,2.335,158,1.7
"1586","Tom Brunansky",1990,1.5,2.68,148,1.59189189189189
"1587","Tom Brunansky",1990,1.5,2.68,148,1.59189189189189
"1588","Tom Brunansky",1991,2.5,4.285,142,-0.3
"1589","Tom Brunansky",1992,2.85,4.741,138,1.5
"1590","Tom Brunansky",1993,1.1,1.778,80,-0.3
"1591","Tom Brunansky",1994,1.1,1.732,64,0.1
"1592","Tom Brunansky",1994,1.1,1.732,64,0.1
"1593","Torii Hunter",1999,0.2,0.28,135,0.8
"1594","Torii Hunter",2000,0.225,0.305,99,0.2
"1595","Torii Hunter",2001,0.23,0.303,148,4.7
"1596","Torii Hunter",2002,2.4,3.115,148,3.5
"1597","Torii Hunter",2003,4.75,6.028,154,3.8
"1598","Torii Hunter",2004,6.5,8.033,138,4.1
"1599","Torii Hunter",2005,8,9.562,98,3.1
"1600","Torii Hunter",2006,10.75,12.448,147,3.3
"1601","Torii Hunter",2007,12,13.51,160,3.9
"1602","Torii Hunter",2008,16.5,17.89,146,3.4
"1603","Torii Hunter",2009,18,19.586,119,5.3
"1604","Torii Hunter",2010,18.5,19.804,152,2.9
"1605","Torii Hunter",2011,18.5,19.198,156,3.7
"1606","Torii Hunter",2012,18,18.303,140,5.8
"1607","Travis Fryman",1990,0.1,0.179,66,2.1
"1608","Travis Fryman",1991,0.15,0.257,149,3.2
"1609","Travis Fryman",1992,0.3,0.499,161,4.8
"1610","Travis Fryman",1993,0.675,1.091,151,5.2
"1611","Travis Fryman",1994,2.425,3.819,114,2
"1612","Travis Fryman",1995,4.15,6.358,144,3.9
"1613","Travis Fryman",1996,5.175,7.703,157,2.6
"1614","Travis Fryman",1997,6.4,9.307,154,3.5
"1615","Travis Fryman",1998,5.4,7.734,146,2.9
"1616","Travis Fryman",1999,5.25,7.357,85,0.4
"1617","Travis Fryman",2000,5.55,7.523,155,4.8
"1618","Travis Fryman",2001,5.75,7.581,98,-1
"1619","Travis Fryman",2002,5.825,7.56,118,-0.2
"1620","Trevor Cahill",2009,0.4,0.435,32,1.8
"1621","Trevor Cahill",2010,0.41,0.439,30,4
"1622","Trevor Cahill",2011,0.44,0.457,34,2.7
"1623","Trevor Cahill",2012,3.5,3.559,32,2.6
"1624","Troy Tulowitzki",2007,0.381,0.429,155,6.8
"1625","Troy Tulowitzki",2008,0.75,0.813,101,0.8
"1626","Troy Tulowitzki",2009,1,1.088,151,6.5
"1627","Troy Tulowitzki",2010,3.5,3.747,122,6.7
"1628","Troy Tulowitzki",2011,5.5,5.707,143,6.2
"1629","Troy Tulowitzki",2012,8.25,8.389,47,0.4
"1630","Vernon Wells",1999,0.2,0.28,24,-0.4
"1631","Vernon Wells",2002,0.221,0.287,159,1.7
"1632","Vernon Wells",2003,0.52,0.66,161,4.5
"1633","Vernon Wells",2004,0.87,1.075,134,4.5
"1634","Vernon Wells",2005,3.07,3.669,156,3.3
"1635","Vernon Wells",2006,4.47,5.176,154,6.2
"1636","Vernon Wells",2007,8.787,9.893,149,1.4
"1637","Vernon Wells",2008,3.688,3.998,108,2
"1638","Vernon Wells",2009,4.688,5.1,158,0.9
"1639","Vernon Wells",2010,15.688,16.794,157,4.2
"1640","Vernon Wells",2011,26.188,27.175,131,-0.5
"1641","Vernon Wells",2012,21,21.353,77,0.6
"1642","Victor Martinez",2004,0.304,0.376,141,3.7
"1643","Victor Martinez",2005,0.372,0.445,147,5.2
"1644","Victor Martinez",2006,1,1.158,153,2.8
"1645","Victor Martinez",2007,3.2,3.603,147,4.3
"1646","Victor Martinez",2008,4.45,4.825,73,0.6
"1647","Victor Martinez",2009,5.9,6.42,155,1.87483870967742
"1648","Victor Martinez",2009,5.9,6.42,155,1.87483870967742
"1649","Victor Martinez",2010,7.7,8.243,127,3.6
"1650","Victor Martinez",2011,12,12.453,145,3.2
"1651","Vladimir Guerrero",1997,0.15,0.218,90,1.7
"1652","Vladimir Guerrero",1998,0.23,0.329,159,7.4
"1653","Vladimir Guerrero",1999,1.05,1.471,160,4.5
"1654","Vladimir Guerrero",2000,3.5,4.744,154,5.9
"1655","Vladimir Guerrero",2001,6,7.91,159,4.9
"1656","Vladimir Guerrero",2002,8,10.383,161,7
"1657","Vladimir Guerrero",2003,11.5,14.593,112,3.2
"1658","Vladimir Guerrero",2004,11,13.595,156,5.6
"1659","Vladimir Guerrero",2005,12.5,14.941,141,5.7
"1660","Vladimir Guerrero",2006,13.5,15.633,156,3.7
"1661","Vladimir Guerrero",2007,14.5,16.324,150,4.6
"1662","Vladimir Guerrero",2008,15.5,16.806,143,2.4
"1663","Vladimir Guerrero",2009,15,16.322,100,0.8
"1664","Vladimir Guerrero",2010,5.5,5.888,152,2
"1665","Vladimir Guerrero",2011,7.611,7.899,145,0.4
"1666","Willie Upshaw",1983,0.2,0.469,160,4.7
"1667","Willie Upshaw",1985,0.73,1.584,148,2.2
"1668","Willie Upshaw",1986,0.94,2.002,155,1.9
"1669","Willie Upshaw",1987,0.94,1.931,150,1.6
"1670","Willie Upshaw",1988,0.9,1.776,149,0.3
"1671","Yadier Molina",2005,0.324,0.387,114,1.4
"1672","Yadier Molina",2006,0.4,0.463,129,-0.2
"1673","Yadier Molina",2007,0.525,0.591,111,2.1
"1674","Yadier Molina",2008,1.812,1.965,124,1.3
"1675","Yadier Molina",2009,3.312,3.604,140,3.1
"1676","Yadier Molina",2010,4.312,4.617,136,3.1
"1677","Yadier Molina",2011,5.312,5.513,139,3
"1678","Yadier Molina",2012,7,7.118,138,6.9
"1679","Yovani Gallardo",2008,0.404,0.438,4,1.1
"1680","Yovani Gallardo",2009,0.414,0.45,30,2.7
"1681","Yovani Gallardo",2010,0.45,0.482,31,1.7
"1682","Yovani Gallardo",2011,3.5,3.632,33,2.3
"1683","Yovani Gallardo",2012,5.5,5.592,33,2.9
"1684","Yu Darvish",2012,5.5,5.592,29,3.9
"1685","Zack Greinke",2005,0.33,0.395,33,1
"1686","Zack Greinke",2006,0.366,0.423,3,0.1
"1687","Zack Greinke",2007,0.407,0.458,52,2.2
"1688","Zack Greinke",2008,1.4,1.518,32,5.4
"1689","Zack Greinke",2009,3.75,4.08,33,10.4
"1690","Zack Greinke",2010,7.25,7.761,33,3.4
"1691","Zack Greinke",2011,13.5,14.009,28,1.5
"1692","Zack Greinke",2012,13.5,13.727,34,1.89411764705882
"1693","Zack Greinke",2012,13.5,13.727,34,1.89411764705882
